ID;Data;Topico;Orador;Papel;Partido;Estado;Posicionamento;sit.op;Local;Texto
110332139;38321;11033;Eduardo Paes;Deputado;PSDB;Rio de Janeiro;4,077;Oposicao;Plenario;"""Sr. Presidente, peco a palavra pela ordem."""
110332140;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Tem V.Exa. a palavra."""
110332141;38321;11033;Eduardo Paes;Deputado;PSDB;Rio de Janeiro;4,077;Oposicao;Plenario;"""Sr. Presidente, o esclarecimento que peco sera rapido. O Relator expos o seu
parecer, e muitos de nos ficamos com duvidas. Sei que ha um requerimento de
adiamento da discussao, V.Exa. vai deliberar sobre ele. Nao me refiro a discussao,
Sr. Presidente, mas gostaria de saber se teremos oportunidade de indagar do
Relator sobre algumas das questoes contidas em seu parecer, por menos tempo
que tenhamos tido para analisa-lo.
Essa e a indagacao que faco a V.Exa., Sr. Presidente."""
110332142;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Ha varios oradores inscritos para
discutir o projeto. Entao, assim que se superar a fase dos requerimentos, vamos
entrar na discussao do projeto. Cada Deputado vai poder fazer seu questionamento."""
110332143;38321;11033;Eduardo Paes;Deputado;PSDB;Rio de Janeiro;4,077;Oposicao;Plenario;"""Sera permitido ao Relator responder?"""
110332144;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Nao, nao vai ser permitido. Depois 
o Relator podera fazer uso da palavra para alterar o projeto."""
110332145;38321;11033;Eduardo Paes;Deputado;PSDB;Rio de Janeiro;4,077;Oposicao;Plenario;"""O debate habitual nao acontecera hoje?"""
110332146;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Nao."""
110332147;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Em votacao o requerimento.
Como vota o PFL?"""
110332148;38321;11033;Moroni Torgan;Deputado;PFL;Ceara;5,25;Oposicao;Plenario;"""Sr. Presidente, este PLV chegou as nossas maos ha pouco tempo. Houve uma
brevissima explanacao do Relator. Nos conhecemos o poder de sintese do
Deputado Luiz Sergio. Mas, na verdade, gostariamos que S.Exa. nos manifestasse a
sua vontade ao acolher 10 emendas. Nao ficamos sabendo das razoes desse
acolhimento. Qual a justificativa, dentro do projeto, de fazer essas transformacoes?
Nos da Oposicao gostariamos de ser esclarecidos mais profundamente acerca deste
projeto.
Sr. Presidente, por isso nos manifestamos pelo apoio a esse requerimento,
para discutir melhor a medida provisoria e o projeto de lei de conversao.
Acreditamos na boa vontade e na sinceridade do Relator, mas, infelizmente, foi
muito sintetico na sua explanacao."""
110332149;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Como vota o PSDB, Deputado Eduardo Paes."""
110332150;38321;11033;Eduardo Paes;Deputado;PSDB;Rio de Janeiro;4,077;Oposicao;Plenario;"""Sr. Presidente, o PSDB entende que o Regimento Interno oferece uma serie de 
alternativas para que os trabalhos sejam democraticos. 
A Oposicao e a base do Governo votam materia dessa relevancia. Mas o 
proprio Relator se mostra um tanto quanto surpreendido com a quantidade de  temas 
abordados pelo projeto, alem do enunciado de sua ementa. Seria interessante  arguir 
S.Exa. sobre algumas questoes. Para isso, o § 4º do art. 192 do Regimento Interno  deixa clara a permissao. Mas o Deputado Luiz Sergio julga nao ser salutar ou 
importante que o debate aconteca.
Por isso, o PSDB entende que os relatorios devem chegar, no minimo, com 
antecedencia de 48 horas, para que os Parlamentares conhecam o que se esta 
discutindo. Tenho duvidas profundas se a base do Governo sabe que estamos 
tratando de verdadeira reforma tributaria num determinado tipo investimento, e  nao 
apenas do REPORTO, como anuncia a ementa da medida provisoria. Trata-se de 
uma serie de questoes que merecem nossa atencao. Alias, diria que essa e mais 
uma demonstracao de que o PT e o Presidente Lula escolheram o mercado 
financeiro, contra o assalariado, contra a classe media. 
Portanto, o encaminhamento e favoravel ao adiamento da discussao, para 
aproveitar o que ha de bom na medida provisoria, e existem boas materias, e  discutir
com maior profundidade as duvidas, as quais duvido que o proprio Relator consiga 
esclarecer. Gostaria de ouvir S.Exa."""
110332151;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Em votacao o requerimento."""
110332152;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Aqueles que forem favoraveis
permanecam como se encontram. (Pausa.)
REJEITADO."""
110332153;38321;11033;Milton Monti;Deputado;PL;Sao Paulo;5;Situacao;Plenario;"""Sr. Presidente, peco a palavra pela ordem."""
110332154;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Tem V.Exa. a palavra"""
110332155;38321;11033;Milton Monti;Deputado;PL;Sao Paulo;5;Situacao;Plenario;"""Sr. Presidente, votei com o partido"""
110332156;38321;11033;Lucia Braga;Deputado;PT;Paraiba;2,682;Situacao;Plenario;"""Sr.
Presidente, votei com o partido."""
110332157;38321;11033;Alice Portugal;Deputado;PCdoB;Bahia;1;Situacao;Plenario;"""Sr. Presidente, na votacao anterior, eu e a bancada do PCdoB votamos
“nao”."""
110332158;38321;11033;Suely Campos;Deputado;PP;Roraima;6,833;Situacao;Plenario;"""Sr. Presidente, votei com o Partido Progressista"""
110332159;38321;11033;Rubinelli;Deputado;PT;Sao Paulo;2,682;Situacao;Plenario;"""Sr.
Presidente, na votacao anterior, votei com a bancada do Partido dos Trabalhadores."""
110332160;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Solicito aos Srs. Deputados que
permanecam em Plenario, pois teremos outras votacoes."""
110332161;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Sobre a mesa requerimentos de
autoria dos Lideres do PSDB e do PFL em que solicitam o adiamento da discussao
por 1 sessao."""
110332162;38321;11033;Jurandir Boia;Deputado;PSB;Alagoas;2;Situacao;Plenario;"""Sr. Presidente, peco a palavra pela ordem."""
110332163;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Tem V.Exa. a palavra."""
110332164;38321;11033;Jurandir Boia;Deputado;PSB;Alagoas;2;Situacao;Plenario;"""Sr. Presidente, na votacao anterior, votei conforme a orientacao do partido."""
110332165;38321;11033;Daniel Almeida;Deputado;PCdoB;Bahia;1;Situacao;Plenario;"""Sr. Presidente, na votacao anterior, votei conforme a orientacao do partido"""
110332166;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Para encaminhar, concedo a
palavra ao Sr. Deputado Luiz Sergio, que falara contra a materia."""
110332167;38321;11033;Luiz Sergio;Relator;PT;Rio de Janeiro;2,682;Situacao;Plenario;"""Sr. Presidente, faco
uma observacao ao Deputado Eduardo Paes.
Aquilo que o Regimento Interno garante e a regra do jogo estabelecido.
Poderia apresentar este relatorio na hora, mas, as 15h, eu o protocolei na Mesa e
coloquei os anexos na primeira fileira das bancadas, como e de costume. Esta
medida provisoria foi publicada ha varios dias. Nos anexos estao as emendas a ela
apresentadas. O que acato sao emendas publicadas ha varios meses.
Para se defender um ponto de vista, nao e preciso fazer ataques pessoais,
como S.Exa. acabou de fazer.
Somos contra o requerimento."""
110332168;38321;11033;Maria Lucia;Deputado;PMDB;Rio de Janeiro;4,611;Situacao;Plenario;"""Sr. Presidente, peco a palavra pela ordem."""
110332169;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Tem V.Exa. a palavra"""
110332170;38321;11033;Maria Lucia;Deputado;PMDB;Rio de Janeiro;4,611;Situacao;Plenario;"""Sr. Presidente, votei com o PMDB."""
110332171;38321;11033;Jorge Pinheiro;Deputado;PL;Distrito Federal;5;Situacao;Plenario;"""Sr. Presidente, votei com o PL."""
110332172;38321;11033;Asdrubal Bentes;Deputado;PMDB;Para;4,611;Situacao;Plenario;"""Sr. Presidente, na votacao anterior, votei com o PMDB."""
110332173;38321;11033;Dr. Heleno;Deputado;PP;Rio de Janeiro;6,833;Situacao;Plenario;"""Sr.
Presidente, votei de acordo com a orientacao do partido."""
110332174;38321;11033;Lobbe Neto;Deputado;PSDB;Sao Paulo;4,077;Oposicao;Plenario;"""Sr.
Presidente, na votacao anterior, votei com o PSDB."""
110332175;38321;11033;Dr. Evilasio;Deputado;PSB;Sao Paulo;2;Situacao;Plenario;"""Sr.
Presidente, votei com o PSB."""
110332176;38321;11033;Ronaldo Caiado;Deputado;PFL;Goias;5,25;Oposicao;Plenario;"""Sr. Presidente, na votacao anterior, votei com o PP."""
110332177;38321;11033;Delfim Netto;Deputado;PP;Sao Paulo;6,833;Situacao;Plenario;"""Sr.
Presidente, votei com o partido."""
110332178;38321;11033;Raimundo Gomes de Matos;Deputado;PSDB;Ceara;4,077;Oposicao;Plenario;"""Sr. Presidente, na votacao anterior, votei com o partido"""
110332179;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Para encaminhar, concedo a
palavra ao nobre Deputado Eduardo Paes, que falara a favor da materia."""
110332180;38321;11033;Eduardo Paes;Deputado;PSDB;Rio de Janeiro;4,077;Oposicao;Plenario;"""Sr. Presidente,
Sras. e Srs. Parlamentares, antes de comecar a tecer alguns comentarios, digo ao
Deputado Luiz Sergio que em nenhum momento tentei fazer qualquer tipo de ofensa
pessoal a S.Exa., Parlamentar do meu Estado, que respeito muito.
O fato e que o proprio Deputado Luiz Sergio, ao se defender das supostas
acusacoes de ordem pessoal, diz que desde as 15h, ou seja, ha cerca de 3 horas, o
relatorio se encontra sobre a mesa para que analisemos materia que trata de
tributacao, de Imposto de Renda, de IOF, de REPORTO, de uma serie de mudancas
tributarias relevantes para o Pais, que nao conseguimos discutir.
Alias, Sr. Presidente, na manha de hoje, busquei ter uma conversa com o
Relator, que infelizmente nao pode atender-me. Depois de ver seu relatorio, tentei
argumentar com S.Exa. questao que podia melhorar muito esse projeto, e o proprio
Deputado Luiz Sergio me disse: “Deputado Eduardo, agora nos nao vamos
conseguir ver, porque nao ha mais tempo para modificacao”. Essa e a logica deste
Parlamento.
Confesso, Deputado Antonio Carlos Magalhaes Neto, que ja sentia saudades
desta tribuna oposicionista, porque a base do Governo nao consegue colocar
materia nenhuma para votar. Mas, quando consegue acordo, tem de votar
rapidamente, antes que o desentendimento volte a tomar conta de uma base que
nao tem agenda, nao tem projeto para o Pais.
Deixo 2 perguntas para o Deputado Luiz Sergio. S.Exa. sabe que o mercado secundario de derivativos vai ser profundamente
afetado com a incidencia do Imposto de Renda mais elevado nas operacoes de
curtissimo prazo. Entao, que alternativa o Relator apresenta quanto a alta incidencia
de IOF — imposto regulatorio, definido por portaria, decreto ou resolucao — sobre
as aplicacoes de curtissimo prazo, no caso, 30 dias? Como fica, portanto, o mercado
secundario? Estou a disposicao para maiores esclarecimentos.
Segunda questao. Saibam os Srs. Parlamentares, tanto da base do Governo
quanto da Oposicao, que, mais uma vez, esta sendo estabelecida perversa logica
contra o pacto federativo, a Uniao e os Estados. O que estamos vendo e o Governo
fazer bondade com os tributos, com os impostos que fazem parte dos fundos
constitucionais e dos repasses que a Uniao deve fazer para Estados e Municipios.
Portanto, e mais uma bondade feita com o bolso alheio.
Os Governadores se reuniram nesta tarde com o Ministro Antonio Palocci
para tratar de mais uma tunga do Governo Federal contra os Governos Estaduais. E,
mais uma vez, enquanto la se reunem, sao esfaqueados pelas costas, de forma
vergonhosa e contundente, pois nao sabem o que aqui estamos votando.
Portanto, e fundamental que o Relator entenda que esse e um mercado
sofisticado, que exige uma serie de cuidados, porque ha inseguranca natural do
investidor em relacao a mudancas e problemas que o Pais enfrenta com certa
constancia, quando esta Casa fica 3 ou 4 meses sem votar; os investidores nao
entendem o que acontece. O que temos e uma fuga de investidores do mercado.
Alias, chamo a atencao do Plenario para o fato de que o PT ja optou: e o mercado
contra os assalariados. Existem boas medidas nessa medida provisoria, mas precisamos das
respostas do Relator aos questionamentos aqui feitos.
Era o que eu tinha a dizer. """
110332181;38321;11033;Nelson Marquezelli;Deputado;PTB;Sao Paulo;5,286;Situacao;Plenario;"""Sr. Presidente, peco a palavra pela ordem."""
110332182;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Tem V.Exa. a palavra."""
110332183;38321;11033;Nelson Marquezelli;Deputado;PTB;Sao Paulo;5,286;Situacao;Plenario;"""Sr. Presidente, na votacao anterior, votei conforme a orientacao do meu
partido"""
110332184;38321;11033;Jandira Feghali;Deputado;PCdoB;Rio de Janeiro;1;Situacao;Plenario;"""Sr. Presidente, na votacao anterior, votei conforme a orientacao do meu
partido."""
110332185;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Em votacao o requerimento.
Como vota o PFL?"""
110332186;38321;11033;Murilo Zauith;Deputado;PFL;Mato Grosso do Sul;5,25;Oposicao;Plenario;"""Sr.
Presidente, a Medida Provisoria n 206, de 2004, e de alta relevancia para o Pais,
cria inventivos para a modernizacao dos portos brasileiros. Por isso, queremos
discutir mais a materia com o Relator, que acatou algumas emendas, queremos
conhece-las."""
110332187;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Como vota o PSDB, Deputado
Ronaldo Dimas?"""
110332188;38321;11033;Ronaldo Dimas;Deputado;PSDB;Tocantins;4,077;Oposicao;Plenario;"""Sr. Presidente, a posicao do PSDB e favoravel a medida provisoria original. Apesar
de algumas circunstancias demonstrarem a clareza do Governo em optar pelo
investidor, deixando de lado o trabalhador — isenta de Imposto de Renda o
investidor, deixa o trabalhador com as mesmas taxas e retira recursos de Estados e
Municipios —, era positiva, porque dava incentivos ao setor produtivo e ao mercado
de capitais, que gera emprego e renda no futuro. Agora, da forma como foi
apresentada, com tantas coisas novas postas pelo Relator, que mal fez o relatorio,
passando praticamente por cima de tudo, esta-se inaugurando uma fase nova nesta
Casa.
Sr. Presidente, isso nunca havia acontecido antes. Nem duvidas sobre o
relatorio sao tiradas. e uma novidade que esta sendo imposta hoje, sob a
Presidencia de V.Exa. Temos duvidas, e nao conseguimos dirimi-las.
e triste. E, por causa de toda essa tristeza, o nosso encaminhamento e
favoravel ao adiamento da votacao. """
110332189;38321;11033;Pompeo de Mattos;Deputado;PDT;Rio Grande do Sul;3;Situacao;Plenario;"""Sr. Presidente, essa situacao esta um pouco parecida com a briga do gato
com o rato. Quer dizer, alguns obstruem para nao votar, e depois acabam votando a
favor da medida provisoria. Na verdade, o que se quer e a obstrucao. E o que o PDT
quer e votar. Essa e a primeira questao.
Quanto a votar contra ou a favor, cada partido pode tomar sua posicao. Mas
acho que ja houve obstrucao mais do que suficiente, foi gasto tempo mais do que
suficiente para fazer todo tipo de barganha e negociacao. Agora cabe a cada um
assumir a sua postura no voto.
Temos uma serie de divergencias, em relacao a esta e a outras medidas
provisorias, que serao explicitadas pelo PDT no momento da votacao. Mas agora
queremos encaminhar no sentido de que haja votacao. Votando ou nao, nao
permitiremos o adiamento.
Queremos dizer “sim” a votacao; portanto, votamos “nao” ao requerimento,
porque ja nao cabe mais obstrucao.
O povo nas ruas nos esta cobrando votacao."""
110332190;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Em votacao o requerimento"""
110332191;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Os Srs. Deputados que o
aprovam permanecam como se encontram. (Pausa.)
REJEITADO."""
110332192;38321;11033;Carlos Santana;Deputado;PT;Rio de Janeiro;2,682;Situacao;Plenario;"""Sr. Presidente, peco a palavra pela ordem."""
110332193;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Tem V.Exa. a palavra."""
110332194;38321;11033;Carlos Santana;Deputado;PT;Rio de Janeiro;2,682;Situacao;Plenario;"""Sr. Presidente, na votacao anterior, votei com o partido."""
110332195;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""A Presidencia informa ao Lider do
PFL, Deputado Jose Carlos Aleluia, que o requerimento em que S.Exa. solicita seja
feita a discussao por grupo de artigos esta indeferido pela Mesa, conforme
Regimento Interno da Casa."""
110332196;38321;11033;Moroni Torgan;Deputado;PFL;Ceara;5,25;Oposicao;Plenario;"""Sr. Presidente, peco a palavra para uma questao
de ordem."""
110332197;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Tem V.Exa. a palavra"""
110332198;38321;11033;Moroni Torgan;Deputado;PFL;Ceara;5,25;Oposicao;Plenario;"""Sr. Presidente, V.Exa. tem defendido o argumento regimental e tido a
cautela, sempre, de que isso aconteca especialmente com relacao as oposicoes, o
que nos faz ter grande admiracao por V.Exa.
Imagino que tenha V.Exa. se baseado no inciso VI do art. 114 do Regimento
Interno. No capitulo XII, Da Discussao, o § 2º do art. 165 preve o seguinte:
“Art. 165 .................................................................
§ 2º O Presidente, aquiescendo o Plenario, podera
anunciar o debate por titulos, capitulos, secoes ou grupos
de artigos”.
Tenho certeza de que V.Exa., em razao do cuidado que sempre teve com o
cumprimento do Regimento Interno e uma vez que um dispositivo diz claramente
que e preciso aquiescencia do Plenario, nao tomara decisao de oficio, porque, sem
duvida nenhuma, o prejuizo sera para os partidos de oposicao, que sao minoria, e
sei do desvelo de V.Exa. em defender os direitos da Minoria.
Repito: o § 2º do art. 165 diz claramente:
“Art. 165....................................................................
§ 2º O Presidente, aquiescendo o Plenario, podera
anunciar o debate por titulos, capitulos, secoes ou grupos
de artigos”. Eu nao gostaria, Sr. Presidente, que fosse firmada uma jurisprudencia que
retirasse essa oportunidade das oposicoes."""
110332199;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Deputado Moroni Torgan, entendi
a questao de ordem de V.Exa. e vou responde-la.
O art. 114, inciso VI, determina objetivamente que o requerimento sobre
discussao de uma proposicao por partes sera despachado pelo Presidente."""
110332200;38321;11033;Moroni Torgan;Deputado;PFL;Ceara;5,25;Oposicao;Plenario;"""Mas o art. 165 fala da aquiescencia do Plenario."""
110332201;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Mas ai e que esta a diferenca. No
Capitulo XII, Da Discussao, esta dito que, caso o Presidente entenda que uma
materia devera ou podera ser discutida em partes, caber-lhe-a consultar o Plenario
sobre se aceita ou nao. Trata-se de uma faculdade do Presidente, ao ver que
determinada materia necessita de discussao por partes, consultar o Plenario.
Portanto, sao comandos diferentes: um faculta ao Presidente a consulta em
determinado momento; o outro, o do art. 114, diz que o Presidente despacha em
caso de requerimento."""
110332202;38321;11033;Moroni Torgan;Deputado;PFL;Ceara;5,25;Oposicao;Plenario;"""Sr. Presidente, data venia, temos entendimento
diverso do de V.Exa., visto que o art. 165 nao diz que isso cabera ao Presidente.
Diz, sim, o seguinte:
“Art. 165...............................................................
§ 2º O Presidente, aquiescendo o Plenario, podera
anunciar o debate por titulos, capitulos, secoes ou grupos
de artigos”.
O mencionado artigo nao se refere a uma opcao do Presidente. """
110332203;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Nobre Deputado, e evidente que
V.Exa. podera fazer a consulta:
“Art. 165. Discussao e a fase dos trabalhos
destinada ao debate em Plenario.
§ 1º ........................................................................
§ 2º O Presidente” — o sujeito da oracao —,
“aquiescendo o Plenario...”.
A materia que o Presidente julgar que pode ser debatida por partes, ele a
submete ao Plenario."""
110332204;38321;11033;Moroni Torgan;Deputado;PFL;Ceara;5,25;Oposicao;Plenario;"""Sr. Presidente, temos o maior respeito por
V.Exa., mas vamos recorrer de sua decisao."""
110332205;38321;11033;Fernando Coruja;Deputado;PPS;Santa Catarina;3,333;Situacao;Plenario;"""Sr. Presidente, peco a palavra pela ordem."""
110332206;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Tem V.Exa. a palavra."""
110332207;38321;11033;Fernando Coruja;Deputado;PPS;Santa Catarina;3,333;Situacao;Plenario;"""Sr. Presidente, no que se refere a essa questao, diz o art. 114, paragrafo
unico:
“Art. 114.....................................................................
Paragrafo unico. Em caso de indeferimento e a
pedido do Autor, o Plenario sera consultado, sem
discussao nem encaminhamento de votacao, devendo
esta ser feita pelo processo simbolico”.
Quer dizer, quando o Presidente indefere a questao, se o autor fizer a
solicitacao, sera consultado o Plenario.
Entao, neste caso, se ele e o autor..."""
110332208;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Deputado Fernando Coruja,
V.Exa. tem razao. Ha procedencia no complemento de V.Exa. a resposta da questao
de ordem do Presidente, mas o autor nao requereu."""
110332209;38321;11033;Moroni Torgan;Deputado;PFL;Ceara;5,25;Oposicao;Plenario;"""Sr. Presidente, peco a palavra pela ordem."""
110332210;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Tem V.Exa. a palavra."""
110332211;38321;11033;Moroni Torgan;Deputado;PFL;Ceara;5,25;Oposicao;Plenario;"""Sr. Presidente, estou requerendo"""
110332212;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Nobre Deputado, o pedido e
intempestivo"""
110332213;38321;11033;Adelor Vieira;Deputado;PMDB;Santa Catarina;4,611;Situacao;Plenario;"""Sr. Presidente, peco a palavra pela ordem."""
110332214;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Tem V.Exa. a palavra."""
110332215;38321;11033;Adelor Vieira;Deputado;PMDB;Santa Catarina;4,611;Situacao;Plenario;"""Sr. Presidente, votei de acordo com a orientacao do meu partido."""
110332216;38321;11033;Vieira Reis;Deputado;PMDB;Rio de Janeiro;4,611;Situacao;Plenario;"""Sr.
Presidente, na votacao anterior, votei de acordo com o meu partido."""
110332217;38321;11033;Tete Bezerra;Deputado;PMDB;Mato Grosso;4,611;Situacao;Plenario;"""Sr. Presidente, votei de acordo com o meu partido."""
110332218;38321;11033;Ze Gerardo;Deputado;PMDB;Ceara;4,611;Situacao;Plenario;"""Sr.
Presidente, votei de acordo com a orientacao do meu partido."""
110332219;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Concedo a palavra, para falar
contra a materia, ao Deputado Luiz Carlos Hauly."""
110332220;38321;11033;Luiz Carlos Hauly;Deputado;PSDB;Parana;4,077;Oposicao;Plenario;"""Sr.
Presidente, essa medida provisoria e uma verdadeira arvore de Natal, so que com 2
sacos: um, de bondade, que sao os incentivos fiscais; outro, de maldade, contra o
parcelamento de debitos da Receita Federal, fazendo com que, caso nao sejam
pagas 2 parcelas do REFIS ou do PAES, seja eliminada a possibilidade de a
empresa continuar no programa de refinanciamento de dividas. E o que e pior: para
refinanciar a divida, ha 2 situacoes distintas: ele tem que pagar 20% do montante da
divida ou 50%.
Mas vamos aos beneficios. e claro, o Sistema Financeiro Nacional,
alimentado pela agiotagem do sistema, pela ganancia, pela necessidade de o
Governo Federal arrecadar recursos, quer alongar a sua divida. Para isso, esta
criando incentivos fiscais com relacao ao Imposto de Renda, que tem 2 socios:
Estados e Municipios, com 47%, e o Governo Federal, com apenas 53%.
Tenho certeza de que esse incentivo fiscal vai alterar muito a receita do
Imposto de Renda e, consequentemente, a participacao de Estados e Municipios no
FPE e no FPM. Mas, de qualquer maneira, e um incentivo fiscal de interesse
nacional, com alongamento da divida publica brasileira, que hoje e de curto prazo.
Damos atencao a essa questao, mas quero fazer um alertar quanto aos
inconvenientes ligados a perda de receita. Claro que e bem-vindo o alongamento da
divida, e benefico ao Pais, sem duvida alguma.
A medida provisoria tambem cria programa de refinanciamento para
modernizacao dos portos brasileiros, o que tambem e muito bem-vindo. Ja tivemos programas de incentivos fiscais dessa natureza para os portos brasileiros. O
Governo e prodigo, cria titulos para tudo, agora o REPORTO, aquilo que ja existia
como incentivo fiscal.
Entao, nao ha o que discutir o que se relaciona a beneficio fiscal.
Evidentemente, vai abrir mao de receita. No entanto, nao e o que acontece quando
se trata de gravar programa instituido por esta Casa. O REFIS foi uma conquista do
Congresso Nacional. Mencionem-se as elevadas taxas de juros que o Governo
estabelece e que inviabilizaram a economia. Com os sobressaltos das politicas
macroeconomicas que tivemos no Pais, as empresas tornaram-se inadimplentes;
consequentemente, houve necessidade de um refinanciamento de longo prazo.
Eu sei, a Receita Federal nao gosta do REFIS e do PAES e quer fazer tudo
para eliminar a possibilidade de parcelamento. Mas esta e a casa do entendimento.
Foi no Congresso Nacional, por causa da necessidade dos empresarios, que se
estabeleceu a negociacao do REFIS e do PAES. Portanto, e aqui que deveria ser
discutida essa materia. Em relacao a essa medida provisoria, foram acatadas
emendas que nao estavam no texto original. Evidentemente, a Receita Federal
agradece ao Deputado Relator e ao autor das emendas, mas o empresariado
nacional nao vai gostar nada disso."""
110332221;38321;11033;Gilberto Nascimento;Deputado;PMDB;Sao Paulo;4,611;Situacao;Plenario;"""Sr. Presidente, peco a palavra pela
ordem."""
110332222;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Tem V.Exa. a palavra"""
110332223;38321;11033;Gilberto Nascimento;Deputado;PMDB;Sao Paulo;4,611;Situacao;Plenario;"""Sr. Presidente, na ultima votacao, votei com o meu partido."""
110332224;38321;11033;Dr. Benedito Dias;Deputado;PP;Amapa;6,833;Situacao;Plenario;"""Sr. Presidente, na ultima votacao, votei com o meu partido."""
110332225;38321;11033;Jurandir Boia;Deputado;PSB;Alagoas;2;Situacao;Plenario;"""Sr.
Presidente, na votacao anterior, votei conforme a orientacao do meu partido."""
110332226;38321;11033;Edson Ezequiel;Deputado;PMDB;Rio de Janeiro;4,611;Situacao;Plenario;"""Sr. Presidente, na votacao anterior, votei conforme a orientacao do meu partido."""
110332227;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Solicito aos Srs. Deputados que
fiquem em plenario, pois havera outras votacoes."""
110332228;38321;11033;Edson Ezequiel;Deputado;PMDB;Rio de Janeiro;4,611;Situacao;Plenario;"""Sr. Presidente, peco a palavra pela ordem."""
110332229;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Tem V.Exa. a palavra."""
110332230;38321;11033;Edson Ezequiel;Deputado;PMDB;Rio de Janeiro;4,611;Situacao;Plenario;"""Sr. Presidente, na ultima votacao, votei com o meu partido, o PMDB."""
110332231;38321;11033;Joao Paulo Cunha;Presidente;PT;Sao Paulo;2,682;Situacao;Plenario;"""Em discussao.
Concedo a palavra ao Deputado Henrique Fontana. (Pausa.)
Concedo a palavra ao Deputado Eduardo Valverde. (Pausa.)
Concedo a palavra ao Deputado Fernando Coruja."""
